SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
101068,0,Cash loans,F,Y,Y,2,67500,900000,35824.5,900000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-14300,-1264,-3049,-4664,64,1,1,0,1,0,0,Laborers,4,2,2,SATURDAY,9,0,0,0,0,0,0,Industry: type 7,null,0.3233695403077088,0.2650494299443805,0.1485,0.0682,0.9881,0.8368,0.0357,0.16,0.1379,0.3333,0.0417,0.0962,0.121,0.1496,0,0,0.1513,0.0708,0.9881,0.8432,0.036000000000000004,0.1611,0.1379,0.3333,0.0417,0.0984,0.1322,0.1559,0,0,0.1499,0.0682,0.9881,0.8390000000000001,0.0359,0.16,0.1379,0.3333,0.0417,0.0979,0.1231,0.1523,0,0,reg oper account,block of flats,0.1177,Panel,No,0,0,0,0,-2877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101069,0,Cash loans,M,Y,Y,0,225000,679500,45724.5,679500,Family,Working,Secondary / secondary special,Married,House / apartment,0.02461,-18735,-1717,-11293,-2269,3,1,1,1,1,1,0,Sales staff,2,2,2,WEDNESDAY,16,0,0,0,0,1,1,Trade: type 7,null,0.5109120741947333,0.5262949398096192,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,-721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
101070,0,Cash loans,M,Y,Y,0,157500,1125000,33025.5,1125000,Unaccompanied,Working,Higher education,Married,House / apartment,0.019101,-20426,-375,-5118,-3157,13,1,1,0,1,0,0,Drivers,2,2,2,THURSDAY,11,0,0,0,0,1,1,Transport: type 3,null,0.4146332352864123,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101071,0,Cash loans,M,Y,Y,0,135000,414792,20083.5,315000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.011703,-15241,-184,-3843,-4277,15,1,1,0,1,0,0,Core staff,2,2,2,WEDNESDAY,13,0,0,0,0,1,1,Self-employed,null,0.7106327285967036,0.520897599048938,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,-390,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101072,0,Cash loans,F,N,Y,0,180000,945000,31360.5,945000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.026392000000000002,-17660,-6587,-5582,-1149,null,1,1,0,1,1,0,Core staff,1,2,2,FRIDAY,16,0,0,0,0,0,0,Government,null,0.7687604167915286,0.23791607950711405,0.1031,0.1165,0.9861,null,null,0,0.2069,0.1667,null,0.0251,null,0.0596,null,0.0279,0.105,0.1209,0.9861,null,null,0,0.2069,0.1667,null,0.0256,null,0.0621,null,0.0295,0.1041,0.1165,0.9861,null,null,0,0.2069,0.1667,null,0.0255,null,0.0607,null,0.0285,null,block of flats,0.0714,"Stone, brick",No,0,0,0,0,-1860,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101073,1,Cash loans,F,Y,N,0,540000,485640,44671.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008473999999999999,-14122,-1397,-6768,-2999,18,1,1,0,1,0,0,Managers,2,2,2,THURSDAY,10,0,0,0,0,0,0,Trade: type 3,0.7958510848616179,0.2865009592694596,0.2340151665320674,0.0701,0.1709,0.9791,null,null,0,0.1379,0.1667,null,0.0282,null,0.0641,null,0.0298,0.0714,0.1774,0.9791,null,null,0,0.1379,0.1667,null,0.0289,null,0.0668,null,0.0315,0.0708,0.1709,0.9791,null,null,0,0.1379,0.1667,null,0.0287,null,0.0653,null,0.0304,null,block of flats,0.0569,"Stone, brick",No,0,0,0,0,-2329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101074,0,Cash loans,M,Y,Y,0,173250,765261,39204,684000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.030755,-15787,-5542,-3501,-2928,14,1,1,0,1,0,0,Drivers,1,2,2,THURSDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.2405568391561073,0.6300926656844718,0.7801436381572275,0.0134,0,0.9513,0.3336,0,0.04,0.0345,0.0417,null,0.0252,null,0.0104,null,0,0.0137,0,0.9513,0.3597,0,0.0403,0.0345,0.0417,null,0.0258,null,0.0108,null,0,0.0135,0,0.9513,0.3425,0,0.04,0.0345,0.0417,null,0.0257,null,0.0106,null,0,reg oper spec account,block of flats,0.0082,"Stone, brick",No,5,1,5,1,-1435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101075,0,Cash loans,F,N,Y,0,121500,533668.5,37273.5,477000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.072508,-16265,-2336,-2681,-4344,null,1,1,0,1,0,0,Cooking staff,1,1,1,TUESDAY,15,0,0,0,0,0,0,Self-employed,null,0.683801833453737,0.6785676886853644,0.3464,0.0595,0.9965,null,null,0.48,0.1379,0.875,null,0.0219,null,0.3544,null,0.0582,0.3529,0.0617,0.9965,null,null,0.4834,0.1379,0.875,null,0.0224,null,0.3692,null,0.0617,0.3497,0.0595,0.9965,null,null,0.48,0.1379,0.875,null,0.0222,null,0.3607,null,0.0595,null,block of flats,0.2914,Panel,No,0,0,0,0,-1151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
101076,1,Cash loans,F,N,Y,0,126000,324216,25744.5,256500,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.008473999999999999,-16015,-2891,-1238,-4859,null,1,1,0,1,0,0,null,1,2,2,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 3,null,0.5788915109956365,0.1117563710719636,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,-2413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
101077,0,Cash loans,M,Y,Y,0,202500,720000,46143,720000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392000000000002,-16360,-1085,-7029,-2640,3,1,1,0,1,0,0,Drivers,2,2,2,THURSDAY,11,0,0,0,0,0,0,Business Entity Type 3,null,0.5650856255453044,null,0.066,0.079,0.9727,null,null,0,0.1379,0.1667,null,0.0462,null,0.0496,null,0.0473,0.0672,0.08199999999999999,0.9727,null,null,0,0.1379,0.1667,null,0.0472,null,0.0516,null,0.0501,0.0666,0.079,0.9727,null,null,0,0.1379,0.1667,null,0.047,null,0.0505,null,0.0483,null,block of flats,0.0493,"Stone, brick",No,3,0,3,0,-505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null
101078,0,Cash loans,F,N,N,1,90000,225000,10620,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-13670,-1179,-1371,-1224,null,1,1,0,1,0,0,null,3,2,2,MONDAY,9,0,0,0,0,0,0,Business Entity Type 3,null,0.4399279899664719,0.4578995512067301,0.1485,0.1265,0.9816,0.7756,0.0706,0.16,0.1724,0.25,0.375,0,0.121,0.1214,0,0,0.1513,0.1183,0.9801,0.7844,0.0712,0.1611,0.1379,0.1667,0.375,0,0.1322,0.0924,0,0,0.1499,0.1265,0.9816,0.7786,0.071,0.16,0.1724,0.25,0.375,0,0.1231,0.1236,0,0,reg oper account,block of flats,0.1599,"Stone, brick",No,0,0,0,0,-449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
101080,0,Cash loans,F,N,N,0,90000,207396,16515,157500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,0.008068,-8935,-264,-3808,-1602,null,1,1,1,1,0,0,Sales staff,2,3,3,WEDNESDAY,8,0,0,0,1,1,0,Business Entity Type 3,0.23454844554090185,0.08932422304822389,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,-611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null
101081,0,Cash loans,M,N,Y,0,117000,1061599.5,31171.5,927000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-20836,-3003,-2423,-4352,null,1,1,0,1,0,0,Laborers,2,2,2,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,null,0.16214456766623808,0.5316861425197883,0.0361,0.0513,0.9742,0.6464,0.0193,0,0.1034,0.0833,0.125,0.0808,0.0277,0.0273,0.0077,0.0586,0.0368,0.0532,0.9742,0.6602,0.0194,0,0.1034,0.0833,0.125,0.0826,0.0303,0.0284,0.0078,0.062,0.0364,0.0513,0.9742,0.6511,0.0194,0,0.1034,0.0833,0.125,0.0822,0.0282,0.0278,0.0078,0.0598,reg oper account,block of flats,0.0342,"Stone, brick",No,1,0,1,0,-834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
101082,0,Cash loans,F,N,Y,1,270000,545040,26640,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002506,-14562,-2149,-2202,-4519,null,1,1,0,1,0,0,Core staff,3,2,2,SATURDAY,9,0,0,0,0,0,0,Self-employed,null,0.6529433915642018,null,null,null,0.9791,0.7144,0,0,0.2069,0.1667,0.0417,null,null,0.0916,0,0.0121,null,null,0.9791,0.7256,0,0,0.2069,0.1667,0.0417,null,null,0.0955,0,0.0128,null,null,0.9791,0.7182,0,0,0.2069,0.1667,0.0417,null,null,0.0933,0,0.0124,reg oper account,block of flats,0.0747,null,No,1,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null
101083,0,Cash loans,F,N,N,0,117000,450000,20979,450000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.018209,-10476,-1235,-615,-1389,null,1,1,1,1,0,0,null,2,3,3,THURSDAY,17,0,0,0,0,0,0,Business Entity Type 3,null,0.5490998669171783,0.6940926425266661,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,0,2,0,-1279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101084,0,Cash loans,M,Y,Y,1,157500,531706.5,28975.5,459000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-10867,-1344,-3517,-3555,4,1,1,0,1,0,1,Laborers,3,2,2,MONDAY,15,0,0,0,1,0,1,Self-employed,0.43957654006534974,0.04210266991833258,0.7076993447402619,0.0227,null,0.9861,0.8096,null,0,0.0345,0.125,0.1667,null,null,0.0136,null,null,0.0231,null,0.9861,0.8171,null,0,0.0345,0.125,0.1667,null,null,0.0142,null,null,0.0229,null,0.9861,0.8121,null,0,0.0345,0.125,0.1667,null,null,0.0139,null,null,reg oper account,block of flats,0.0107,"Stone, brick",No,0,0,0,0,-1646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
101085,0,Cash loans,F,Y,Y,0,182250,900000,48082.5,900000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-13233,-4459,-6945,-5154,5,1,1,1,1,0,0,Medicine staff,2,1,1,SATURDAY,11,0,0,0,0,1,1,Other,0.7082750104502049,0.6977062252562043,0.5298898341969072,0.0546,0,0.9871,0.8232,null,0,0.1724,0.0833,0.125,0,0.0445,null,0,0,0.0557,0,0.9871,0.8301,null,0,0.1724,0.0833,0.125,0,0.0487,null,0,0,0.0552,0,0.9871,0.8256,null,0,0.1724,0.0833,0.125,0,0.0453,null,0,0,null,block of flats,0.0457,"Stone, brick",No,1,0,1,0,-1073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101086,0,Cash loans,M,Y,N,0,135000,225000,23053.5,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018029,-8587,-942,-6214,-1192,12,1,1,0,1,1,0,Drivers,1,3,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.08041680623802706,0.4988866386732695,0.5370699579791587,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,1,0,-25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101088,0,Cash loans,F,N,N,0,166500,225000,14377.5,225000,Family,Working,Secondary / secondary special,Married,House / apartment,0.019101,-17650,-5086,-8574,-1189,null,1,1,1,1,1,0,null,2,2,2,THURSDAY,18,0,0,0,0,0,0,Business Entity Type 3,null,0.5835115836898781,0.5709165417729987,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,1,0,-2408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101089,0,Cash loans,F,N,N,0,157500,562500,15786,562500,Unaccompanied,State servant,Secondary / secondary special,Widow,House / apartment,0.01885,-19642,-9868,-10528,-3193,null,1,1,1,1,1,0,Medicine staff,1,2,2,WEDNESDAY,17,0,0,0,0,0,0,Medicine,null,0.4939503253502717,0.4632753280912678,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,-2150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101091,0,Cash loans,M,N,N,0,157500,1024740,52321.5,900000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.014464,-20289,365243,-9834,-2464,null,1,0,0,1,1,0,null,2,2,2,SATURDAY,11,0,0,0,0,0,0,XNA,null,0.7342860604050875,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,0,6,0,-1642,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null
101093,1,Cash loans,F,N,Y,0,166500,152820,17370,135000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011703,-9082,-1247,-6104,-692,null,1,1,0,1,0,0,High skill tech staff,2,2,2,TUESDAY,16,0,0,0,0,1,1,Industry: type 1,0.12743618889571018,0.2972843676473985,0.09141199381412644,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,-82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
101094,0,Cash loans,F,N,Y,0,112500,819432,23958,684000,Other_B,Working,Secondary / secondary special,Widow,House / apartment,0.028663,-23643,-3326,-1668,-4414,null,1,1,1,1,0,0,Sales staff,1,2,2,SATURDAY,9,0,0,0,0,0,0,Business Entity Type 2,null,0.5924959277437121,null,0.0825,0.0607,0.9781,0.7008,0,0,0.1379,0.1667,0.2083,0.0634,0.0672,0.056,0,0.0194,0.084,0.063,0.9782,0.7125,0,0,0.1379,0.1667,0.2083,0.0649,0.0735,0.0583,0,0.0206,0.0833,0.0607,0.9781,0.7048,0,0,0.1379,0.1667,0.2083,0.0645,0.0684,0.057,0,0.0198,reg oper account,block of flats,0.0483,"Stone, brick",No,0,0,0,0,-2119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null
101095,0,Cash loans,F,N,N,0,67500,450000,19822.5,450000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0105,-21192,-10269,-10389,-4738,null,1,1,0,1,1,0,High skill tech staff,1,3,3,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 2,null,0.6026710134844642,0.6894791426446275,null,0.1382,0.9841,null,null,null,0.3103,0.0833,null,null,null,0.0844,null,0.1488,null,0.1434,0.9806,null,null,null,0.3103,0.0833,null,null,null,0.0606,null,0.1575,null,0.1382,0.9841,null,null,null,0.3103,0.0833,null,null,null,0.0859,null,0.1519,null,block of flats,0.0781,"Stone, brick",No,0,0,0,0,-1744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101096,1,Cash loans,M,N,Y,0,112500,550980,35343,450000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018029,-8824,-757,-1314,-1386,null,1,1,0,1,0,0,Laborers,1,3,3,TUESDAY,6,0,0,0,0,1,1,Transport: type 2,0.10020689561113462,0.035763480092538574,0.4578995512067301,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101098,0,Cash loans,F,Y,N,1,180000,1096020,59589,900000,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.019688999999999998,-11215,-298,-5056,-3702,8,1,1,0,1,0,1,Sales staff,3,2,2,THURSDAY,7,0,0,0,0,0,0,Business Entity Type 3,null,0.7190967411117091,0.4596904504249018,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,-1554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
101100,0,Cash loans,F,N,N,0,135000,315000,17086.5,315000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.008865999999999999,-10769,-477,-4598,-3447,null,1,1,0,1,0,0,Core staff,1,2,2,TUESDAY,16,0,0,0,0,0,0,Legal Services,null,0.7974668019357112,0.4848514754962666,0.1021,0.0282,0.9876,0.83,0.0085,0.04,0.0345,0.3333,0.375,0.0471,0.0832,0.0678,null,0.0818,0.104,0.0292,0.9876,0.8367,0.0086,0.0403,0.0345,0.3333,0.375,0.0482,0.0909,0.0706,null,0.0866,0.1031,0.0282,0.9876,0.8323,0.0086,0.04,0.0345,0.3333,0.375,0.048,0.0847,0.069,null,0.0835,reg oper account,block of flats,0.0711,"Stone, brick",No,3,2,3,2,-2174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
101101,0,Revolving loans,M,N,Y,0,247500,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-19419,-1523,-2078,-2178,null,1,1,0,1,0,0,Drivers,2,2,2,WEDNESDAY,6,0,0,0,0,0,0,Self-employed,0.4118725112740185,0.3193064951067591,null,0.034,null,0.9767,null,null,0,0.069,0.1667,null,null,null,0.0298,null,0.0393,0.0347,null,0.9767,null,null,0,0.069,0.1667,null,null,null,0.031,null,0.0416,0.0344,null,0.9767,null,null,0,0.069,0.1667,null,null,null,0.0303,null,0.0401,null,block of flats,0.032,"Stone, brick",No,2,0,2,0,-708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101102,0,Cash loans,F,N,Y,2,90000,500211,28062,463500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.005084,-13141,-168,-1145,-4302,null,1,1,0,1,0,0,Accountants,4,2,2,SUNDAY,12,0,0,0,0,1,1,Business Entity Type 3,null,0.6930975012798511,0.7091891096653581,0.0763,0.0878,0.9871,0.8232,0.0349,0,0.1724,0.1667,null,null,0.0614,0.041,0.0039,0.0117,0.0777,0.0911,0.9871,0.8301,0.0352,0,0.1724,0.1667,null,null,0.067,0.0427,0.0039,0.0123,0.077,0.0878,0.9871,0.8256,0.0351,0,0.1724,0.1667,null,null,0.0624,0.0418,0.0039,0.0119,null,block of flats,0.0539,"Stone, brick",No,0,0,0,0,-1141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101103,0,Cash loans,F,N,N,0,193500,715095,55341,675000,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.011656999999999999,-11742,-1866,-739,-1390,null,1,1,1,1,1,0,null,2,1,1,MONDAY,20,1,1,0,1,1,0,Trade: type 3,null,0.7054206117920669,0.3376727217405312,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,-551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
101104,0,Cash loans,F,N,Y,0,124200,538704,23859,481500,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.035792000000000004,-22925,365243,-6477,-4635,null,1,0,0,1,0,0,null,2,2,2,FRIDAY,11,0,0,0,0,0,0,XNA,null,0.5823047200093102,0.6658549219640212,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,1,2,0,-359,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
101105,0,Cash loans,F,N,Y,0,112500,157500,9171,157500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.018209,-10453,-805,-6451,-3118,null,1,1,0,1,0,0,Sales staff,2,3,3,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.22589106264769546,0.4755406638212493,0.4956658291397297,0.0082,0.0164,0.9722,null,null,0,0.0345,0.0417,null,0,null,0.0081,null,0,0.0084,0.017,0.9722,null,null,0,0.0345,0.0417,null,0,null,0.0085,null,0,0.0083,0.0164,0.9722,null,null,0,0.0345,0.0417,null,0,null,0.0083,null,0,null,block of flats,0.0065,"Stone, brick",No,0,0,0,0,-617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101106,0,Cash loans,M,N,Y,0,157500,824242.5,42273,666000,Family,Working,Secondary / secondary special,Married,House / apartment,0.018801,-19452,-2273,-11406,-2996,null,1,1,0,1,0,0,Low-skill Laborers,2,2,2,MONDAY,14,0,0,0,0,0,0,Business Entity Type 3,null,0.3617482564267205,0.3296550543128238,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,1,0,-1682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
